UID,movie,how_long_ago
1029,Pulp Fiction (1994),6to10
1029,"Shawshank Redemption, The (1994)",1to5
1029,Terminator 2: Judgment Day (1991),1to5
1029,"Matrix, The (1999)",1to5
1029,Star Wars: Episode VI - Return of the Jedi (1983),1
1031,Dances with Wolves (1990),1
1031,Apollo 13 (1995),gt10
1031,Fight Club (1999),gt10
1031,"Silence of the Lambs, The (1991)",gt10
1031,Braveheart (1995),gt10
1031,Pulp Fiction (1994),1to5
1031,"Shawshank Redemption, The (1994)",gt10
1031,Forrest Gump (1994),1to5
1031,Star Wars: Episode IV - A New Hope (1977),gt10
1031,"Fugitive, The (1993)",gt10
1032,Apollo 13 (1995),gt10
1032,"Silence of the Lambs, The (1991)",6to10
1032,Star Wars: Episode IV - A New Hope (1977),6to10
1032,Star Wars: Episode VI - Return of the Jedi (1983),6to10
1032,Braveheart (1995),6to10
1032,Gigli (2003),6to10
1032,American Beauty (1999),6to10
1032,Jurassic Park (1993),6to10
1032,Terminator 2: Judgment Day (1991),6to10
1032,"Pagemaster, The (1994)",6to10
1038,"Silence of the Lambs, The (1991)",6to10
1038,Forrest Gump (1994),6to10
1038,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1038,Apollo 13 (1995),1
1038,Star Wars: Episode IV - A New Hope (1977),1to5
1038,Fight Club (1999),1
1038,Jurassic Park (1993),1
1038,"Matrix, The (1999)",1
1038,Terminator 2: Judgment Day (1991),1to5
1038,Star Wars: Episode VI - Return of the Jedi (1983),1to5
1040,Braveheart (1995),-1
1040,Apollo 13 (1995),1to5
1040,Jurassic Park (1993),1to5
1040,Independence Day (a.k.a. ID4) (1996),1to5
1040,American Beauty (1999),6to10
1040,Dances with Wolves (1990),6to10
1040,Forrest Gump (1994),1to5
1040,Pulp Fiction (1994),1
1040,"Pagemaster, The (1994)",gt10
1040,"Matrix, The (1999)",1to5
1039,Apollo 13 (1995),6to10
1039,Pulp Fiction (1994),6to10
1039,"Silence of the Lambs, The (1991)",gt10
1039,"Fugitive, The (1993)",6to10
1039,True Lies (1994),gt10
1039,Dances with Wolves (1990),gt10
1039,American Beauty (1999),6to10
1039,Forrest Gump (1994),6to10
1039,Jurassic Park (1993),6to10
1039,Independence Day (a.k.a. ID4) (1996),6to10
1044,Independence Day (a.k.a. ID4) (1996),1to5
1044,Forrest Gump (1994),1to5
1044,"Silence of the Lambs, The (1991)",1
1044,"Fugitive, The (1993)",1
1044,Jurassic Park (1993),1to5
1044,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1044,Braveheart (1995),1to5
1044,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1
1045,True Lies (1994),1
1045,Apollo 13 (1995),1to5
1045,Being John Malkovich (1999),1
1045,Jurassic Park (1993),1
1045,Pulp Fiction (1994),1
1045,Star Wars: Episode IV - A New Hope (1977),1to5
1045,Braveheart (1995),1to5
1045,"Usual Suspects, The (1995)",1to5
1045,American Beauty (1999),1
1045,Fight Club (1999),1
1051,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1051,"Matrix, The (1999)",1to5
1051,"Shawshank Redemption, The (1994)",1to5
1051,Star Wars: Episode IV - A New Hope (1977),1
1051,Star Wars: Episode VI - Return of the Jedi (1983),1
1051,"Silence of the Lambs, The (1991)",1to5
1051,Independence Day (a.k.a. ID4) (1996),1
1051,Pulp Fiction (1994),6to10
1051,Jurassic Park (1993),1
1051,Get Shorty (1995),6to10
1052,"Silence of the Lambs, The (1991)",gt10
1052,Forrest Gump (1994),1
1052,"Shawshank Redemption, The (1994)",1to5
1052,Dances with Wolves (1990),1
1052,Jurassic Park (1993),gt10
1052,Pulp Fiction (1994),gt10
1052,Braveheart (1995),gt10
1055,Star Wars: Episode VI - Return of the Jedi (1983),1
1055,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1055,Jurassic Park (1993),1to5
1055,"Shawshank Redemption, The (1994)",1to5
1055,"Usual Suspects, The (1995)",1to5
1055,Dances with Wolves (1990),gt10
1055,Star Wars: Episode IV - A New Hope (1977),1to5
1055,Best in Show (2000),gt10
1055,Apollo 13 (1995),1to5
1055,Braveheart (1995),gt10
1056,Forrest Gump (1994),gt10
1056,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1056,Apollo 13 (1995),gt10
1056,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1056,Star Wars: Episode IV - A New Hope (1977),gt10
1056,"Pagemaster, The (1994)",gt10
1056,Jurassic Park (1993),gt10
1056,Dances with Wolves (1990),gt10
1056,Independence Day (a.k.a. ID4) (1996),gt10
1056,Braveheart (1995),gt10
1057,Independence Day (a.k.a. ID4) (1996),gt10
1057,Dances with Wolves (1990),gt10
1057,Pulp Fiction (1994),6to10
1057,Jurassic Park (1993),gt10
1057,Forrest Gump (1994),6to10
1060,Braveheart (1995),gt10
1060,"Silence of the Lambs, The (1991)",6to10
1060,Forrest Gump (1994),gt10
1060,"Usual Suspects, The (1995)",6to10
1060,American Beauty (1999),6to10
1060,Independence Day (a.k.a. ID4) (1996),gt10
1060,Jurassic Park (1993),gt10
1060,"Shawshank Redemption, The (1994)",6to10
1061,True Lies (1994),-1
1061,"Usual Suspects, The (1995)",-1
1061,Star Wars: Episode VI - Return of the Jedi (1983),-1
1061,Pulp Fiction (1994),1to5
1061,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1061,Dances with Wolves (1990),6to10
1061,Jurassic Park (1993),6to10
1061,Forrest Gump (1994),6to10
1061,"Silence of the Lambs, The (1991)",1to5
1061,American Beauty (1999),1to5
1062,Being John Malkovich (1999),6to10
1062,"Usual Suspects, The (1995)",6to10
1062,Pulp Fiction (1994),6to10
1062,Forrest Gump (1994),gt10
1063,Braveheart (1995),1to5
1063,Forrest Gump (1994),1
1063,"Silence of the Lambs, The (1991)",6to10
1063,Jurassic Park (1993),1to5
1066,Forrest Gump (1994),6to10
1066,Dances with Wolves (1990),gt10
1066,"Shawshank Redemption, The (1994)",1to5
1066,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1066,Apollo 13 (1995),gt10
1066,Pulp Fiction (1994),gt10
1066,Best in Show (2000),6to10
1066,Star Wars: Episode IV - A New Hope (1977),gt10
1066,Braveheart (1995),gt10
1066,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1083,American Beauty (1999),gt10
1083,Star Wars: Episode VI - Return of the Jedi (1983),1
1083,Jurassic Park (1993),6to10
1083,Star Wars: Episode IV - A New Hope (1977),1
1084,"Silence of the Lambs, The (1991)",6to10
1084,Pulp Fiction (1994),1
1084,Braveheart (1995),gt10
1084,Star Wars: Episode VI - Return of the Jedi (1983),6to10
1084,Jurassic Park (1993),gt10
1084,American Beauty (1999),1to5
1084,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1084,"Usual Suspects, The (1995)",6to10
1084,Forrest Gump (1994),1
1084,True Lies (1994),gt10
1092,Get Shorty (1995),-1
1092,Pulp Fiction (1994),gt10
1092,"Usual Suspects, The (1995)",6to10
1092,"Shawshank Redemption, The (1994)",1
1092,Forrest Gump (1994),1to5
1092,True Lies (1994),gt10
1092,"Fugitive, The (1993)",6to10
1092,Apollo 13 (1995),gt10
1092,"Silence of the Lambs, The (1991)",6to10
1092,Dances with Wolves (1990),-1
1096,"Silence of the Lambs, The (1991)",1to5
1096,Braveheart (1995),1to5
1096,Forrest Gump (1994),1to5
1096,Jurassic Park (1993),1
1099,Jurassic Park (1993),6to10
1099,Pulp Fiction (1994),1to5
1099,American Beauty (1999),1to5
1099,Forrest Gump (1994),1
1101,Being John Malkovich (1999),gt10
1101,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1101,Star Wars: Episode IV - A New Hope (1977),gt10
1101,Forrest Gump (1994),1
1101,Apollo 13 (1995),gt10
1101,"Fugitive, The (1993)",gt10
1101,Jurassic Park (1993),1to5
1101,Dances with Wolves (1990),gt10
1101,Braveheart (1995),6to10
1101,Mrs. Doubtfire (1993),1to5
1103,Braveheart (1995),1to5
1103,Men in Black (a.k.a. MIB) (1997),1
1103,Star Wars: Episode VI - Return of the Jedi (1983),1to5
1103,"Silence of the Lambs, The (1991)",1to5
1103,Star Wars: Episode IV - A New Hope (1977),1to5
1103,Pulp Fiction (1994),1to5
1103,Apollo 13 (1995),1
1103,"Shawshank Redemption, The (1994)",1
1103,Forrest Gump (1994),6to10
1103,Jurassic Park (1993),6to10
1106,Star Wars: Episode VI - Return of the Jedi (1983),1to5
1106,Seven (a.k.a. Se7en) (1995),1to5
1106,"Usual Suspects, The (1995)",6to10
1106,Get Shorty (1995),6to10
1106,Being John Malkovich (1999),1
1106,Braveheart (1995),1to5
1106,Apollo 13 (1995),1to5
1106,Pulp Fiction (1994),1to5
1106,True Lies (1994),1
1106,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1
1109,Independence Day (a.k.a. ID4) (1996),1to5
1109,Forrest Gump (1994),1to5
1109,"Silence of the Lambs, The (1991)",1to5
1109,Pulp Fiction (1994),1to5
1109,Jurassic Park (1993),6to10
1110,Pulp Fiction (1994),gt10
1110,"Silence of the Lambs, The (1991)",gt10
1110,True Lies (1994),gt10
1110,Dances with Wolves (1990),gt10
1110,Forrest Gump (1994),6to10
1110,Star Wars: Episode IV - A New Hope (1977),6to10
1110,Apollo 13 (1995),gt10
1110,Jurassic Park (1993),6to10
1110,Memento (2000),6to10
1110,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1111,Monty Python and the Holy Grail (1975),gt10
1111,True Lies (1994),1to5
1111,Star Wars: Episode VI - Return of the Jedi (1983),1to5
1111,"Silence of the Lambs, The (1991)",1to5
1111,"Shawshank Redemption, The (1994)",1to5
1111,Forrest Gump (1994),6to10
1111,Jurassic Park (1993),1to5
1111,Star Wars: Episode IV - A New Hope (1977),1to5
1111,Pulp Fiction (1994),6to10
1111,"Fugitive, The (1993)",1to5
1113,Jurassic Park (1993),1
1113,Forrest Gump (1994),1to5
1114,Gigli (2003),6to10
1114,Forrest Gump (1994),6to10
1114,Dances with Wolves (1990),6to10
1114,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1114,"Shawshank Redemption, The (1994)",6to10
1114,"Usual Suspects, The (1995)",6to10
1114,"Silence of the Lambs, The (1991)",6to10
1114,True Lies (1994),6to10
1114,Apollo 13 (1995),6to10
1114,Star Wars: Episode IV - A New Hope (1977),1to5
1115,Pulp Fiction (1994),6to10
1115,Lethal Weapon 3 (1992),1to5
1115,Braveheart (1995),1to5
1115,Get Shorty (1995),6to10
1115,"Silence of the Lambs, The (1991)",1to5
1115,Star Wars: Episode IV - A New Hope (1977),1
1115,Jurassic Park (1993),1to5
1115,"Shawshank Redemption, The (1994)",1
1115,Apollo 13 (1995),1
1115,Forrest Gump (1994),1
1116,Dances with Wolves (1990),gt10
1116,"Usual Suspects, The (1995)",gt10
1116,Apollo 13 (1995),gt10
1116,Jurassic Park (1993),gt10
1116,Forrest Gump (1994),gt10
1116,"Shawshank Redemption, The (1994)",6to10
1116,"Fugitive, The (1993)",gt10
1116,Braveheart (1995),gt10
1116,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1116,True Lies (1994),gt10
1117,Braveheart (1995),1to5
1117,"Shawshank Redemption, The (1994)",1
1117,Forrest Gump (1994),1to5
1117,Jurassic Park (1993),-1
1117,Titanic (1997),-1
1117,Terminator 2: Judgment Day (1991),-1
1118,Clerks (1994),6to10
1118,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1to5
1118,True Lies (1994),1to5
1118,"Silence of the Lambs, The (1991)",6to10
1118,Being John Malkovich (1999),6to10
1118,Get Shorty (1995),6to10
1118,Natural Born Killers (1994),gt10
1118,Star Wars: Episode IV - A New Hope (1977),6to10
1118,Jurassic Park (1993),6to10
1118,"Fugitive, The (1993)",gt10
1119,"Silence of the Lambs, The (1991)",6to10
1119,"Godfather, The (1972)",gt10
1119,Jurassic Park (1993),1
1119,Forrest Gump (1994),6to10
1119,Star Wars: Episode IV - A New Hope (1977),6to10
1120,True Lies (1994),6to10
1120,"Shawshank Redemption, The (1994)",1to5
1120,Forrest Gump (1994),1to5
1122,My Cousin Vinny (1992),gt10
1122,Braveheart (1995),gt10
1122,"Blair Witch Project, The (1999)",gt10
1122,Monty Python and the Holy Grail (1975),6to10
1122,Forrest Gump (1994),1to5
1122,Jurassic Park (1993),6to10
1122,Apollo 13 (1995),1to5
1122,Pulp Fiction (1994),1to5
1122,Star Wars: Episode V - The Empire Strikes Back (1980),1to5
1122,"Silence of the Lambs, The (1991)",1
1128,Pulp Fiction (1994),1to5
1128,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1128,Jurassic Park (1993),6to10
1128,"Silence of the Lambs, The (1991)",1
1128,True Lies (1994),1to5
1128,Apollo 13 (1995),1to5
1128,"Mask, The (1994)",6to10
1128,"Shawshank Redemption, The (1994)",1to5
1128,Saving Private Ryan (1998),1
1128,Braveheart (1995),1
1130,Men in Black (a.k.a. MIB) (1997),1
1130,Requiem for a Dream (2000),1
1130,"Shawshank Redemption, The (1994)",1to5
1130,"Usual Suspects, The (1995)",1
1130,Die Hard (1988),1
1130,"Silence of the Lambs, The (1991)",1to5
1130,Forrest Gump (1994),1to5
1130,Jurassic Park (1993),1
1130,Pulp Fiction (1994),1to5
1130,Braveheart (1995),6to10
1131,"Fugitive, The (1993)",gt10
1131,Braveheart (1995),gt10
1131,Forrest Gump (1994),gt10
1131,Apollo 13 (1995),gt10
1131,"Lion King, The (1994)",gt10
1131,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1131,Brazil (1985),gt10
1131,"Shawshank Redemption, The (1994)",gt10
1131,True Lies (1994),gt10
1131,"Silence of the Lambs, The (1991)",gt10
1132,Jurassic Park (1993),6to10
1132,True Lies (1994),6to10
1132,"Lion King, The (1994)",1
1132,Random Hearts (1999),6to10
1132,Groundhog Day (1993),gt10
1132,"Silence of the Lambs, The (1991)",gt10
1132,"Usual Suspects, The (1995)",gt10
1132,Hoop Dreams (1994),gt10
1132,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1132,Mrs. Doubtfire (1993),-1
1136,Mulholland Drive (2001),gt10
1136,Titanic (1997),gt10
1136,True Lies (1994),gt10
1136,Forrest Gump (1994),gt10
1136,Clear and Present Danger (1994),gt10
1136,Minority Report (2002),gt10
1136,"Fugitive, The (1993)",gt10
1136,"Silence of the Lambs, The (1991)",gt10
1136,Aliens (1986),gt10
1136,"Shawshank Redemption, The (1994)",gt10
1140,Apollo 13 (1995),gt10
1140,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1140,Back to the Future (1985),1
1140,Forrest Gump (1994),gt10
1140,You've Got Mail (1998),1
1140,Jurassic Park (1993),1to5
1140,Natural Born Killers (1994),gt10
1140,Fight Club (1999),1to5
1140,Hoop Dreams (1994),gt10
1140,Pulp Fiction (1994),gt10
1143,Jurassic Park (1993),1
1143,Mrs. Doubtfire (1993),1
1143,"Lion King, The (1994)",1
1144,Alien (1979),6to10
1144,Fight Club (1999),6to10
1144,My Cousin Vinny (1992),gt10
1144,Beauty and the Beast (1991),gt10
1144,Forrest Gump (1994),gt10
1144,True Lies (1994),gt10
1144,"Matrix, The (1999)",6to10
1144,Jurassic Park (1993),gt10
1144,"Rock, The (1996)",gt10
1144,Braveheart (1995),gt10
1145,Braveheart (1995),1to5
1145,True Lies (1994),1to5
1145,Star Wars: Episode IV - A New Hope (1977),1to5
1145,Forrest Gump (1994),6to10
1145,Jurassic Park (1993),1to5
1145,"Fifth Element, The (1997)",6to10
1145,Pulp Fiction (1994),6to10
1145,Reservoir Dogs (1992),6to10
1145,"Shawshank Redemption, The (1994)",1to5
1145,"Silence of the Lambs, The (1991)",1to5
1149,Titanic (1997),-1
1149,Jurassic Park (1993),-1
1149,Pulp Fiction (1994),-1
1149,Total Recall (1990),gt10
1149,True Lies (1994),gt10
1149,Forrest Gump (1994),gt10
1149,"Fugitive, The (1993)",gt10
1149,"Silence of the Lambs, The (1991)",gt10
1149,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1149,Princess Mononoke (Mononoke-hime) (1997),gt10
1158,"Usual Suspects, The (1995)",gt10
1158,Clear and Present Danger (1994),1to5
1158,Monty Python and the Holy Grail (1975),gt10
1158,"Silence of the Lambs, The (1991)",gt10
1158,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1158,Independence Day (a.k.a. ID4) (1996),gt10
1158,Pulp Fiction (1994),6to10
1158,"Fugitive, The (1993)",6to10
1158,Jurassic Park (1993),6to10
1158,Braveheart (1995),gt10
1160,Jurassic Park (1993),gt10
1167,Waterworld (1995),6to10
1167,"Shawshank Redemption, The (1994)",1
1167,"Fugitive, The (1993)",1
1167,Jurassic Park (1993),1
1167,Pulp Fiction (1994),1to5
1167,Aladdin (1992),1to5
1167,American Beauty (1999),1to5
1167,Braveheart (1995),1to5
1167,American History X (1998),1to5
1167,Pretty Woman (1990),1
1171,Seven Samurai (Shichinin no samurai) (1954),1to5
1171,"Pianist, The (2002)",6to10
1171,Star Wars: Episode V - The Empire Strikes Back (1980),6to10
1171,"Matrix, The (1999)",gt10
1171,Jurassic Park (1993),gt10
1172,Braveheart (1995),6to10
1172,Requiem for a Dream (2000),1to5
1172,American History X (1998),1to5
1172,Fahrenheit 9/11 (2004),1to5
1172,"Fifth Element, The (1997)",1to5
1172,Seven (a.k.a. Se7en) (1995),1
1172,Forrest Gump (1994),1
1172,Jurassic Park (1993),1to5
1172,Pulp Fiction (1994),1to5
1172,"Silence of the Lambs, The (1991)",1
1174,Ace Ventura: Pet Detective (1994),gt10
1174,"Silence of the Lambs, The (1991)",gt10
1174,"Usual Suspects, The (1995)",1to5
1174,Braveheart (1995),6to10
1174,"Fugitive, The (1993)",gt10
1174,Ace Ventura: When Nature Calls (1995),gt10
1174,Pulp Fiction (1994),1to5
1174,"Shawshank Redemption, The (1994)",1
1174,Forrest Gump (1994),gt10
1174,Toy Story (1995),1
1182,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1182,Chinatown (1974),gt10
1182,Blue Velvet (1986),1to5
1185,Forrest Gump (1994),gt10
1185,Memento (2000),6to10
1185,Braveheart (1995),gt10
1185,Seven Samurai (Shichinin no samurai) (1954),-1
1185,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1185,Casablanca (1942),1
1185,Batman Forever (1995),1to5
1185,"Mask, The (1994)",gt10
1185,Jurassic Park (1993),gt10
1185,Babe (1995),gt10
1196,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1196,Jurassic Park (1993),6to10
1196,"Shawshank Redemption, The (1994)",1
1196,"Silence of the Lambs, The (1991)",1
1196,Forrest Gump (1994),6to10
1196,"O Brother, Where Art Thou? (2000)",1to5
1196,Titanic (1997),gt10
1196,"Fugitive, The (1993)",gt10
1196,Terminator 2: Judgment Day (1991),6to10
1196,Dead Man Walking (1995),gt10
1197,"Fugitive, The (1993)",gt10
1197,Pulp Fiction (1994),gt10
1197,Braveheart (1995),gt10
1197,Forrest Gump (1994),6to10
1197,Total Recall (1990),6to10
1197,Jurassic Park (1993),gt10
1197,Alien (1979),gt10
1197,"Day After Tomorrow, The (2004)",6to10
1199,Back to the Future Part III (1990),1to5
1199,Babe (1995),gt10
1199,National Treasure (2004),6to10
1199,Pulp Fiction (1994),6to10
1199,Batman Forever (1995),1to5
1199,Braveheart (1995),6to10
1199,Eternal Sunshine of the Spotless Mind (2004),1
1199,Jurassic Park (1993),1
1199,Seven (a.k.a. Se7en) (1995),1
1199,Forrest Gump (1994),1
1200,Trainspotting (1996),gt10
1200,Random Hearts (1999),gt10
1200,Gigli (2003),1to5
1200,"Little Princess, A (1995)",6to10
1200,While You Were Sleeping (1995),6to10
1200,Aliens (1986),1to5
1200,Braveheart (1995),1to5
1200,"Shawshank Redemption, The (1994)",1to5
1200,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1
1200,"Silence of the Lambs, The (1991)",6to10
1202,Monty Python and the Holy Grail (1975),6to10
1202,Independence Day (a.k.a. ID4) (1996),1to5
1202,"Lion King, The (1994)",1
1202,Toy Story (1995),1
1202,Jurassic Park (1993),1
1202,"Shawshank Redemption, The (1994)",gt10
1202,Forrest Gump (1994),6to10
1207,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1207,"Usual Suspects, The (1995)",1to5
1207,Forrest Gump (1994),1to5
1207,Fahrenheit 9/11 (2004),1to5
1207,Braveheart (1995),1to5
1207,Taxi Driver (1976),6to10
1207,Waterworld (1995),1to5
1207,Gigli (2003),1to5
1207,Jurassic Park (1993),6to10
1207,"Fugitive, The (1993)",1to5
1208,Seven Samurai (Shichinin no samurai) (1954),1
1214,Kill Bill: Vol. 2 (2004),6to10
1214,"Shawshank Redemption, The (1994)",6to10
1214,Chinatown (1974),1to5
1214,"Fugitive, The (1993)",1to5
1214,Schindler's List (1993),6to10
1214,"Usual Suspects, The (1995)",6to10
1214,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1214,Braveheart (1995),6to10
1214,Jurassic Park (1993),gt10
1214,Men in Black (a.k.a. MIB) (1997),gt10
1219,Kill Bill: Vol. 2 (2004),1
1219,You've Got Mail (1998),gt10
1219,Jurassic Park (1993),1
1219,"Usual Suspects, The (1995)",1to5
1219,Pulp Fiction (1994),-1
1219,Mrs. Doubtfire (1993),1to5
1219,"Goonies, The (1985)",1to5
1219,Slumdog Millionaire (2008),6to10
1219,"Fugitive, The (1993)",1
1219,Forrest Gump (1994),6to10
1221,"Silence of the Lambs, The (1991)",1
1221,"Princess Bride, The (1987)",gt10
1221,Jurassic Park (1993),gt10
1221,"Mask, The (1994)",gt10
1221,"Shawshank Redemption, The (1994)",gt10
1221,Charlie's Angels (2000),gt10
1221,Forrest Gump (1994),gt10
1221,"Blair Witch Project, The (1999)",gt10
1221,Contact (1997),1to5
1221,Pulp Fiction (1994),gt10
1224,"Shawshank Redemption, The (1994)",6to10
1224,"Silence of the Lambs, The (1991)",gt10
1224,Independence Day (a.k.a. ID4) (1996),gt10
1224,Jurassic Park (1993),gt10
1224,Lethal Weapon 3 (1992),gt10
1231,Beetlejuice (1988),1to5
1231,"Fugitive, The (1993)",6to10
1231,"Fifth Element, The (1997)",1to5
1231,"Shawshank Redemption, The (1994)",1to5
1231,Titanic (1997),6to10
1231,Jurassic Park (1993),6to10
1231,Forrest Gump (1994),1to5
1231,"Nightmare Before Christmas, The (1993)",gt10
1231,Pulp Fiction (1994),gt10
1231,Beauty and the Beast (1991),6to10
1232,M*A*S*H (a.k.a. MASH) (1970),-1
1232,Pulp Fiction (1994),1to5
1232,"Princess Bride, The (1987)",1to5
1232,Apollo 13 (1995),-1
1232,Pirates of the Caribbean: Dead Man's Chest (2006),6to10
1232,"Silence of the Lambs, The (1991)",1
1232,Forrest Gump (1994),1
1232,Star Wars: Episode IV - A New Hope (1977),1
1232,Jurassic Park (1993),6to10
1232,"Lion King, The (1994)",gt10
1235,"Silence of the Lambs, The (1991)",1to5
1235,Forrest Gump (1994),6to10
1235,Men in Black (a.k.a. MIB) (1997),gt10
1235,Slumdog Millionaire (2008),6to10
1235,"Day After Tomorrow, The (2004)",1to5
1235,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1235,Clerks (1994),gt10
1235,Casablanca (1942),1to5
1235,Aladdin (1992),1
1235,Star Wars: Episode IV - A New Hope (1977),6to10
1240,"Fifth Element, The (1997)",1to5
1240,Forrest Gump (1994),1
1240,"Goonies, The (1985)",1
1240,Beetlejuice (1988),1
1240,Babe (1995),1to5
1240,"O Brother, Where Art Thou? (2000)",1to5
1240,Willy Wonka & the Chocolate Factory (1971),1
1240,Titanic (1997),1
1240,Bend It Like Beckham (2002),1to5
1240,Aladdin (1992),1
1243,Schindler's List (1993),gt10
1243,"Fugitive, The (1993)",6to10
1243,"Matrix Reloaded, The (2003)",6to10
1243,Braveheart (1995),gt10
1243,Saving Private Ryan (1998),6to10
1243,Back to the Future Part III (1990),1
1243,Forrest Gump (1994),6to10
1243,Batman (1989),6to10
1243,"Lion King, The (1994)",1
1243,True Lies (1994),6to10
1246,Forrest Gump (1994),1
1246,Toy Story (1995),1to5
1248,Twister (1996),6to10
1248,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1248,Independence Day (a.k.a. ID4) (1996),6to10
1248,Slumdog Millionaire (2008),6to10
1248,"Shawshank Redemption, The (1994)",1to5
1248,Forrest Gump (1994),6to10
1248,"Silence of the Lambs, The (1991)",6to10
1248,"Fugitive, The (1993)",6to10
1248,Braveheart (1995),6to10
1248,"Godfather: Part II, The (1974)",1to5
1252,Contact (1997),1to5
1252,Forrest Gump (1994),6to10
1252,"Matrix, The (1999)",gt10
1252,Pulp Fiction (1994),6to10
1252,Into the Wild (2007),1to5
1252,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1252,"Silence of the Lambs, The (1991)",6to10
1252,Braveheart (1995),6to10
1252,Blue Velvet (1986),1to5
1252,"Shawshank Redemption, The (1994)",1to5
1253,Forrest Gump (1994),6to10
1253,"Matrix Reloaded, The (2003)",gt10
1253,Pulp Fiction (1994),1to5
1253,Groundhog Day (1993),1to5
1253,"Silence of the Lambs, The (1991)",1to5
1253,"Shawshank Redemption, The (1994)",gt10
1253,Saving Private Ryan (1998),6to10
1253,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1to5
1253,Reservoir Dogs (1992),6to10
1253,Fargo (1996),6to10
1254,Pulp Fiction (1994),6to10
1254,Beetlejuice (1988),1
1254,"Shawshank Redemption, The (1994)",1to5
1254,Forrest Gump (1994),1
1254,"Wizard of Oz, The (1939)",1to5
1259,Dead Man Walking (1995),1to5
1259,Pulp Fiction (1994),1to5
1259,Total Recall (1990),1to5
1259,Toy Story (1995),1to5
1259,Forrest Gump (1994),6to10
1259,National Treasure (2004),gt10
1259,Jurassic Park (1993),6to10
1259,Men in Black (a.k.a. MIB) (1997),6to10
1259,Austin Powers: International Man of Mystery (1997),gt10
1259,"Shawshank Redemption, The (1994)",1
1289,Braveheart (1995),-1
1289,Die Hard (1988),gt10
1289,Forrest Gump (1994),gt10
1289,Men in Black (a.k.a. MIB) (1997),gt10
1291,Pulp Fiction (1994),1to5
1291,"Shawshank Redemption, The (1994)",1to5
1291,Forrest Gump (1994),1to5
1291,Pirates of the Caribbean: Dead Man's Chest (2006),1to5
1291,Braveheart (1995),1to5
1294,Pretty Woman (1990),1to5
1294,"Silence of the Lambs, The (1991)",6to10
1294,Kill Bill: Vol. 2 (2004),1to5
1294,"Fugitive, The (1993)",1
1294,Mrs. Doubtfire (1993),1to5
1294,"Lion King, The (1994)",6to10
1294,Monty Python and the Holy Grail (1975),1to5
1294,"Godfather, The (1972)",1to5
1294,Being John Malkovich (1999),6to10
1294,"South Park: Bigger, Longer and Uncut (1999)",1
1298,Best in Show (2000),gt10
1298,"Fugitive, The (1993)",gt10
1298,Jurassic Park (1993),6to10
1298,True Lies (1994),1
1298,Pulp Fiction (1994),1
1298,"Silence of the Lambs, The (1991)",1to5
1298,Willy Wonka & the Chocolate Factory (1971),1to5
1298,"Shawshank Redemption, The (1994)",1
1298,Seven (a.k.a. Se7en) (1995),1
1298,Forrest Gump (1994),1
1305,Forrest Gump (1994),1to5
1305,It's a Wonderful Life (1946),1to5
1305,Twister (1996),1to5
1305,Wild Wild West (1999),1
1305,Total Recall (1990),6to10
1305,"Silence of the Lambs, The (1991)",-1
1305,"Fugitive, The (1993)",1to5
1305,"Lord of the Rings: The Two Towers, The (2002)",1to5
1305,Beauty and the Beast (1991),-1
1305,"Day After Tomorrow, The (2004)",1to5
